"Year","Tags.List","Count"
2018,"Naval Combat",13
2018,"Ninja",22
2018,"Noir",23
2018,"Nonlinear",32
2018,"Nostalgia",7
2018,"Nudity",273
2018,"Offroad",12
2018,"Old School",138
2018,"On-Rails Shooter",10
2018,"Online Co-Op",123
2018,"Open World",301
2018,"Open World Survival Craft",33
2018,"Otome",26
2018,"Outbreak Sim",8
2018,"Parkour",43
2018,"Parody",25
2018,"Party",13
2018,"Party Game",12
2018,"Party-Based RPG",45
2018,"Perma Death",71
2018,"Philosophical",23
2018,"Physics",222
2018,"Pinball",3
2018,"Pirates",37
2018,"Pixel Graphics",586
2018,"Platformer",480
2018,"Point & Click",269
2018,"Political",29
2018,"Political Sim",14
2018,"Politics",20
2018,"Pool",2
2018,"Post-apocalyptic",88
2018,"Precision Platformer",47
2018,"Procedural Generation",130
2018,"Programming",16
2018,"Psychedelic",61
2018,"Psychological",58
2018,"Psychological Horror",298
2018,"Puzzle",963
2018,"Puzzle Platformer",185
2018,"PvE",80
2018,"PvP",172
2018,"Quick-Time Events",6
2018,"RPG",1053
2018,"RPGMaker",182
2018,"RTS",89
2018,"Racing",268
2018,"Real Time Tactics",41
2018,"Real-Time",57
2018,"Real-Time with Pause",30
2018,"Realistic",134
2018,"Relaxing",431
2018,"Remake",36
2018,"Replay Value",252
2018,"Resource Management",108
2018,"Retro",583
2018,"Rhythm",47
2018,"Robots",77
2018,"Roguelike",148
2018,"Roguelike Deckbuilder",3
2018,"Roguelite",140
2018,"Roguevania",5
2018,"Romance",101
2018,"Rome",4
2018,"Rugby",1
2018,"Runner",57
2018,"Sailing",16
2018,"Sandbox",204
2018,"Satire",24
2018,"Sci-fi",357
2018,"Science",35
2018,"Score Attack",114
2018,"Sequel",21
2018,"Sexual Content",307
2018,"Shoot Em Up",201
2018,"Shooter",418
2018,"Short",170
2018,"Side Scroller",252
2018,"Silent Protagonist",17
2018,"Simulation",1443
2018,"Singleplayer",1992
2018,"Skateboarding",2
2018,"Skating",1
2018,"Skiing",2
2018,"Sniper",12
2018,"Snow",9
2018,"Snowboarding",3
2018,"Social Deduction",3
2018,"Software",4
2018,"Software Training",4
2018,"Sokoban",19
2018,"Solitaire",34
2018,"Souls-like",49
2018,"Soundtrack",55
2018,"Space",220
2018,"Space Sim",38
2018,"Spaceships",7
2018,"Spectacle fighter",17
2018,"Spelling",9
2018,"Split Screen",51
2018,"Sports",391
2018,"Stealth",73
2018,"Steam Machine",3
2018,"Steampunk",27
2018,"Story Rich",590
2018,"Strategy",1285
2018,"Strategy RPG",43
2018,"Stylized",204
2018,"Submarine",5
2018,"Superhero",17
2018,"Supernatural",16
2018,"Surreal",113
2018,"Survival",309
2018,"Survival Horror",139
2018,"Swordplay",30
2018,"Tabletop",100
2018,"Tactical",137
2018,"Tactical RPG",41
2018,"Tanks",27
2018,"Team-Based",32
2018,"Tennis",7
2018,"Text-Based",120
2018,"Third Person",192
2018,"Third-Person Shooter",63
2018,"Thriller",29
2018,"Tile-Matching",2
2018,"Time Attack",30
2018,"Time Management",90
2018,"Time Manipulation",21
2018,"Time Travel",20
2018,"Top-Down",196
2018,"Top-Down Shooter",109
2018,"Touch-Friendly",26
2018,"Tower Defense",95
2018,"Trading",27
2018,"Trading Card Game",29
2018,"Traditional Roguelike",7
2018,"Trains",19
2018,"Transhumanism",7
2018,"Transportation",21
2018,"Trivia",30
2018,"Turn-Based",195
2018,"Turn-Based Combat",116
2018,"Turn-Based Strategy",138
2018,"Turn-Based Tactics",107
2018,"Tutorial",40
2018,"Twin Stick Shooter",69
2018,"Typing",15
2018,"Underground",15
2018,"Underwater",18
2018,"Unforgiving",9
2018,"Utilities",7
2018,"VR",695
2018,"Vampire",16
2018,"Vehicular Combat",12
2018,"Video Production",1
2018,"Vikings",13
2018,"Villain Protagonist",17
2018,"Violent",535
2018,"Visual Novel",342
2018,"Voice Control",4
2018,"Volleyball",2
2018,"Voxel",36
2018,"Walking Simulator",117
2018,"War",106
2018,"Wargame",40
2018,"Warhammer 40K",5
2018,"Web Publishing",2
2018,"Well-Written",1
2018,"Werewolves",1
2018,"Western",19
2018,"Wholesome",10
2018,"Word Game",39
2018,"World War I",16
2018,"World War II",46
2018,"Wrestling",5
2018,"Zombies",155
2018,"eSports",27
2019,"1980s",75
2019,"1990s",63
2019,"2.5D",94
2019,"2D",1255
2019,"2D Fighter",47
2019,"2D Platformer",143
2019,"360 Video",3
2019,"3D",324
2019,"3D Fighter",19
2019,"3D Platformer",115
2019,"3D Vision",12
2019,"4 Player Local",109
2019,"4X",29
2019,"6DOF",24
2019,"8-bit Music",2
2019,"Abstract",131
2019,"Action",2822
2019,"Action RPG",132
2019,"Action RTS",11
2019,"Action Roguelike",88
2019,"Action-Adventure",241
2019,"Addictive",106
2019,"Adventure",2637
2019,"Agriculture",20
2019,"Aliens",59
2019,"Alternate History",44
2019,"Ambient",2
2019,"America",22
2019,"Animation & Modeling",4
2019,"Anime",539
2019,"Arcade",593
2019,"Archery",11
2019,"Arena Shooter",77
2019,"Artificial Intelligence",28
2019,"Assassin",14
2019,"Asymmetric VR",8
2019,"Asynchronous Multiplayer",10
2019,"Atmospheric",799
2019,"Audio Production",6
2019,"Auto Battler",8
2019,"Automation",25
2019,"Automobile Sim",68
2019,"BMX",3
2019,"Base Building",108
2019,"Baseball",4
2019,"Based On A Novel",5
2019,"Basketball",5
2019,"Battle Royale",43
2019,"Beat em up",71
2019,"Beautiful",104
2019,"Bikes",9
2019,"Blood",59
2019,"Board Game",98
2019,"Boss Rush",1
2019,"Bowling",7
2019,"Boxing",13
2019,"Building",200
2019,"Bullet Hell",164
2019,"Bullet Time",30
2019,"CRPG",29
2019,"Capitalism",21
2019,"Card Battler",32
2019,"Card Game",117
2019,"Cartoon",118
2019,"Cartoony",232
2019,"Casual",2720
2019,"Cats",36
2019,"Character Action Game",36
2019,"Character Customization",128
2019,"Chess",11
2019,"Choices Matter",209
2019,"Choose Your Own Adventure",97
2019,"Cinematic",46
2019,"City Builder",96
2019,"Class-Based",11
2019,"Classic",131
2019,"Clicker",74
2019,"Co-op",315
2019,"Co-op Campaign",32
2019,"Cold War",16
2019,"Collectathon",30
2019,"Colony Sim",37
2019,"Colorful",524
2019,"Combat",99
2019,"Combat Racing",22
2019,"Comedy",310
2019,"Comic Book",27
2019,"Competitive",136
2019,"Conspiracy",12
2019,"Controller",274
2019,"Conversation",35
2019,"Cooking",12
2019,"Cozy",9
2019,"Crafting",152
2019,"Creature Collector",13
2019,"Cricket",2
2019,"Crime",41
2019,"Crowdfunded",14
2019,"Cult Classic",25
2019,"Cute",540
2019,"Cyberpunk",87
2019,"Cycling",3
2019,"Dark",204
2019,"Dark Comedy",45
2019,"Dark Fantasy",89
2019,"Dark Humor",89
2019,"Dating Sim",89
2019,"Deckbuilding",29
2019,"Demons",53
2019,"Design & Illustration",20
2019,"Destruction",68
2019,"Detective",86
2019,"Difficult",650
2019,"Dinosaurs",22
2019,"Diplomacy",16
2019,"Documentary",3
2019,"Dog",9
2019,"Dragons",38
2019,"Drama",76
2019,"Driving",98
2019,"Dungeon Crawler",106
2019,"Dungeons & Dragons",8
2019,"Dynamic Narration",8
2019,"Dystopian",38
2019,"Early Access",829
2019,"Economy",77
2019,"Education",108
2019,"Electronic",2
2019,"Electronic Music",5
2019,"Emotional",84
2019,"Epic",14
2019,"Episodic",12
2019,"Escape Room",12
2019,"Experience",25
2019,"Experimental",92
2019,"Exploration",461
2019,"FMV",20
2019,"FPS",282
2019,"Faith",20
2019,"Family Friendly",516
2019,"Fantasy",460
2019,"Farming",8
2019,"Farming Sim",23
2019,"Fast-Paced",224
2019,"Female Protagonist",433
2019,"Fighting",123
2019,"First-Person",478
2019,"Fishing",15
2019,"Flight",74
2019,"Football (American)",4
2019,"Football (Soccer)",13
2019,"Foreign",6
2019,"Fox",2
2019,"Free to Play",516
2019,"Funny",576
2019,"Futuristic",116
2019,"Gambling",14
2019,"Game Development",9
2019,"GameMaker",23
2019,"Games Workshop",16
2019,"Gaming",10
2019,"God Game",26
2019,"Golf",9
2019,"Gore",458
2019,"Gothic",20
2019,"Grand Strategy",52
2019,"Great Soundtrack",581
2019,"Grid-Based Movement",40
2019,"Gun Customization",24
2019,"Hack and Slash",135
2019,"Hacking",22
2019,"Hand-drawn",132
2019,"Hardware",3
2019,"Heist",10
2019,"Hentai",88
2019,"Hero Shooter",9
2019,"Hex Grid",37
2019,"Hidden Object",163
2019,"Historical",108
2019,"Hobby Sim",1
2019,"Hockey",2
2019,"Horror",492
2019,"Horses",13
2019,"Hunting",15
2019,"Idler",30
2019,"Illuminati",12
2019,"Immersive",13
2019,"Immersive Sim",58
2019,"Indie",4629
2019,"Instrumental Music",1
2019,"Intentionally Awkward Controls",9
2019,"Interactive Fiction",91
2019,"Inventory Management",23
2019,"Investigation",55
2019,"Isometric",107
2019,"JRPG",152
2019,"Jet",11
2019,"Job Simulator",1
2019,"Jump Scare",2
2019,"Kickstarter",17
2019,"LEGO",4
2019,"LGBTQ+",90
2019,"Lemmings",2
2019,"Level Editor",53
2019,"Life Sim",38
2019,"Linear",124
2019,"Local Co-Op",163
2019,"Local Multiplayer",244
2019,"Logic",159
2019,"Loot",43
2019,"Looter Shooter",4
2019,"Lore-Rich",38
2019,"Lovecraftian",32
2019,"MMORPG",25
2019,"MOBA",17
2019,"Magic",131
2019,"Mahjong",7
2019,"Management",205
2019,"Mars",12
2019,"Martial Arts",15
2019,"Massively Multiplayer",161
2019,"Match 3",89
2019,"Mature",129
2019,"Mechs",29
2019,"Medical Sim",4
2019,"Medieval",105
2019,"Memes",136
2019,"Metroidvania",77
2019,"Military",82
2019,"Mini Golf",5
2019,"Minigames",41
2019,"Minimalist",235
2019,"Mining",20
2019,"Mod",5
2019,"Moddable",53
2019,"Modern",33
2019,"Motocross",4
2019,"Motorbike",11
2019,"Mouse only",77
2019,"Movie",7
2019,"Multiplayer",615
2019,"Multiple Endings",172
2019,"Music",101
2019,"Music-Based Procedural Generation",15
2019,"Musou",2
2019,"Mystery",233
2019,"Mystery Dungeon",24
2019,"Mythology",34
2019,"NSFW",49
2019,"Narration",61
2019,"Narrative",8
2019,"Nature",74
2019,"Naval",21
2019,"Naval Combat",16
2019,"Ninja",23
2019,"Noir",36
2019,"Nonlinear",42
2019,"Nostalgia",6
2019,"Nudity",314
2019,"Offroad",13
2019,"Old School",215
2019,"On-Rails Shooter",12
2019,"Online Co-Op",153
2019,"Open World",307
2019,"Open World Survival Craft",39
2019,"Otome",28
2019,"Outbreak Sim",3
2019,"Parkour",42
2019,"Parody",31
2019,"Party",22
2019,"Party Game",12
2019,"Party-Based RPG",56
2019,"Perma Death",72
2019,"Philosophical",27
2019,"Physics",255
2019,"Pinball",10
2019,"Pirates",33
2019,"Pixel Graphics",699
2019,"Platformer",507
2019,"Point & Click",258
2019,"Political",45
2019,"Political Sim",22
2019,"Politics",28
2019,"Pool",7
2019,"Post-apocalyptic",110
2019,"Precision Platformer",56
2019,"Procedural Generation",174
2019,"Programming",23
2019,"Psychedelic",56
2019,"Psychological",69
2019,"Psychological Horror",290
2019,"Puzzle",907
2019,"Puzzle Platformer",205
2019,"PvE",105
2019,"PvP",200
2019,"Quick-Time Events",10
2019,"RPG",1071
2019,"RPGMaker",167
2019,"RTS",117
2019,"Racing",278
2019,"Real Time Tactics",59
2019,"Real-Time",40
2019,"Real-Time with Pause",37
2019,"Realistic",176
2019,"Reboot",1
2019,"Relaxing",445
2019,"Remake",43
2019,"Replay Value",287
2019,"Resource Management",120
2019,"Retro",632
2019,"Rhythm",64
2019,"Robots",75
2019,"Rock Music",2
2019,"Roguelike",183
2019,"Roguelike Deckbuilder",19
2019,"Roguelite",204
2019,"Roguevania",5
2019,"Romance",127
2019,"Rome",11
2019,"Runner",51
2019,"Sailing",13
2019,"Sandbox",281
2019,"Satire",23
2019,"Sci-fi",431
2019,"Science",36
2019,"Score Attack",116
2019,"Sequel",23
2019,"Sexual Content",334
2019,"Shoot Em Up",188
2019,"Shooter",432
2019,"Shop Keeper",1
2019,"Short",230
2019,"Side Scroller",253
2019,"Silent Protagonist",17
2019,"Simulation",1293
2019,"Singleplayer",2209
2019,"Skateboarding",3
2019,"Skating",4
2019,"Skiing",5
2019,"Sniper",9
2019,"Snooker",3
2019,"Snow",5
2019,"Snowboarding",2
2019,"Social Deduction",3
2019,"Software",8
2019,"Software Training",2
2019,"Sokoban",26
2019,"Solitaire",64
2019,"Souls-like",59
2019,"Soundtrack",63
2019,"Space",227
2019,"Space Sim",45
2019,"Spaceships",6
2019,"Spectacle fighter",17
2019,"Spelling",9
2019,"Split Screen",50
2019,"Sports",316
2019,"Stealth",96
2019,"Steam Machine",2
2019,"Steampunk",32
2019,"Story Rich",632
2019,"Strategy",1259
2019,"Strategy RPG",64
2019,"Stylized",201
2019,"Submarine",7
2019,"Superhero",11
2019,"Supernatural",34
2019,"Surreal",112
2019,"Survival",366
2019,"Survival Horror",158
2019,"Swordplay",34
2019,"Tabletop",91
2019,"Tactical",181
2019,"Tactical RPG",47
2019,"Tanks",31
2019,"Team-Based",52
2019,"Tennis",3
2019,"Text-Based",106
2019,"Third Person",249
2019,"Third-Person Shooter",74
2019,"Thriller",57
2019,"Tile-Matching",3
2019,"Time Attack",34
2019,"Time Management",78
2019,"Time Manipulation",27
2019,"Time Travel",21
2019,"Top-Down",238
2019,"Top-Down Shooter",147
2019,"Touch-Friendly",13
2019,"Tower Defense",104
2019,"TrackIR",3
2019,"Trading",13
2019,"Trading Card Game",15
2019,"Traditional Roguelike",11
2019,"Trains",30
2019,"Transhumanism",6
2019,"Transportation",16
2019,"Trivia",8
2019,"Turn-Based",211
2019,"Turn-Based Combat",121
2019,"Turn-Based Strategy",128
2019,"Turn-Based Tactics",87
2019,"Tutorial",49
2019,"Twin Stick Shooter",79
2019,"Typing",12
2019,"Underground",18
2019,"Underwater",22
2019,"Unforgiving",12
2019,"Utilities",3
2019,"VR",518
2019,"Vampire",8
2019,"Vehicular Combat",20
2019,"Video Production",1
2019,"Vikings",2
2019,"Villain Protagonist",13
2019,"Violent",578
2019,"Visual Novel",342
2019,"Voice Control",2
2019,"Volleyball",2
2019,"Voxel",48
2019,"Walking Simulator",124
2019,"War",119
2019,"Wargame",66
2019,"Warhammer 40K",5
2019,"Werewolves",6
2019,"Western",13
2019,"Wholesome",12
2019,"Word Game",15
2019,"World War I",7
2019,"World War II",47
2019,"Wrestling",4
2019,"Zombies",147
2019,"eSports",38
2020,"1980s",185
2020,"1990s",215
2020,"2.5D",188
2020,"2D",2374
2020,"2D Fighter",102
2020,"2D Platformer",684
2020,"360 Video",15
2020,"3D",1322
2020,"3D Fighter",83
2020,"3D Platformer",320
2020,"3D Vision",57
2020,"4 Player Local",213
2020,"4X",26
2020,"6DOF",82
2020,"8-bit Music",2
2020,"ATV",4
2020,"Abstract",219
2020,"Action",3497
2020,"Action RPG",269
2020,"Action RTS",8
2020,"Action Roguelike",189
2020,"Action-Adventure",715
2020,"Addictive",66
2020,"Adventure",3174
2020,"Agriculture",52
2020,"Aliens",187
2020,"Alternate History",83
2020,"Ambient",13
2020,"America",52
2020,"Animation & Modeling",4
2020,"Anime",716
2020,"Arcade",1242
2020,"Archery",32
2020,"Arena Shooter",175
2020,"Artificial Intelligence",117
2020,"Assassin",22
2020,"Asymmetric VR",23
2020,"Asynchronous Multiplayer",37
2020,"Atmospheric",1395
2020,"Audio Production",3
2020,"Auto Battler",35
2020,"Automation",47
2020,"Automobile Sim",78
2020,"BMX",3
2020,"Base Building",210
2020,"Baseball",4
2020,"Based On A Novel",3
2020,"Basketball",9
2020,"Battle Royale",71
2020,"Beat em up",151
2020,"Beautiful",238
2020,"Benchmark",2
2020,"Bikes",11
2020,"Birds",1
2020,"Blood",58
2020,"Board Game",199
2020,"Boss Rush",3
2020,"Bowling",3
2020,"Boxing",30
2020,"Building",372
2020,"Bullet Hell",278
2020,"Bullet Time",77
2020,"CRPG",65
2020,"Capitalism",39
2020,"Card Battler",89
2020,"Card Game",220
2020,"Cartoon",340
2020,"Cartoony",579
2020,"Casual",3556
2020,"Cats",86
2020,"Character Action Game",189
2020,"Character Customization",365
2020,"Chess",28
2020,"Choices Matter",503
2020,"Choose Your Own Adventure",249
2020,"Cinematic",163
2020,"City Builder",108
2020,"Class-Based",46
2020,"Classic",124
2020,"Clicker",142
2020,"Co-op",511
2020,"Co-op Campaign",67
2020,"Coding",1
2020,"Cold War",28
2020,"Collectathon",100
2020,"Colony Sim",59
2020,"Colorful",1333
2020,"Combat",464
2020,"Combat Racing",69
2020,"Comedy",610
2020,"Comic Book",104
2020,"Competitive",148
2020,"Conspiracy",50
2020,"Controller",318
2020,"Conversation",161
2020,"Cooking",15
2020,"Cozy",11
2020,"Crafting",231
2020,"Creature Collector",35
2020,"Cricket",2
2020,"Crime",86
2020,"Crowdfunded",10
2020,"Cult Classic",29
2020,"Cute",1100
2020,"Cyberpunk",172
2020,"Cycling",2
2020,"Dark",422
2020,"Dark Comedy",84
2020,"Dark Fantasy",173
2020,"Dark Humor",137
2020,"Dating Sim",166
2020,"Deckbuilding",69
2020,"Demons",108
2020,"Design & Illustration",24
2020,"Destruction",115
2020,"Detective",145
2020,"Difficult",694
2020,"Dinosaurs",38
2020,"Diplomacy",30
2020,"Documentary",6
2020,"Dog",48
2020,"Dragons",65
2020,"Drama",177
2020,"Driving",184
2020,"Dungeon Crawler",225
2020,"Dungeons & Dragons",5
2020,"Dynamic Narration",38
2020,"Dystopian",89
2020,"Early Access",1023
2020,"Economy",174
2020,"Education",241
2020,"Electronic",8
2020,"Electronic Music",20
2020,"Emotional",181
2020,"Epic",16
2020,"Episodic",18
2020,"Escape Room",37
2020,"Experience",51
2020,"Experimental",346
2020,"Exploration",923
2020,"FMV",49
2020,"FPS",521
2020,"Faith",32
2020,"Family Friendly",857
2020,"Fantasy",891
2020,"Farming",7
2020,"Farming Sim",54
2020,"Fast-Paced",262
2020,"Feature Film",3
2020,"Female Protagonist",468
2020,"Fighting",235
2020,"First-Person",1029
2020,"Fishing",32
2020,"Flight",193
2020,"Football (American)",10
2020,"Football (Soccer)",38
2020,"Foreign",12
2020,"Fox",2
2020,"Free to Play",624
2020,"Funny",1022
2020,"Futuristic",291
2020,"Gambling",19
2020,"Game Development",30
2020,"GameMaker",26
2020,"Games Workshop",1
2020,"Gaming",7
2020,"God Game",36
2020,"Golf",16
2020,"Gore",453
2020,"Gothic",37
2020,"Grand Strategy",88
2020,"Great Soundtrack",457
2020,"Grid-Based Movement",90
2020,"Gun Customization",48
2020,"Hack and Slash",241
2020,"Hacking",44
2020,"Hand-drawn",390
2020,"Hardware",1
2020,"Heist",28
2020,"Hentai",96
2020,"Hero Shooter",68
2020,"Hex Grid",36
2020,"Hidden Object",287
2020,"Historical",223
2020,"Hockey",12
2020,"Horror",740
2020,"Horses",25
2020,"Hunting",49
2020,"Idler",78
2020,"Illuminati",18
2020,"Immersive",31
2020,"Immersive Sim",180
2020,"Indie",5089
2020,"Instrumental Music",6
2020,"Intentionally Awkward Controls",12
2020,"Interactive Fiction",251
2020,"Inventory Management",89
2020,"Investigation",209
2020,"Isometric",209
2020,"JRPG",224
2020,"Jet",14
2020,"Kickstarter",12
2020,"LEGO",19
2020,"LGBTQ+",147
2020,"Lemmings",8
2020,"Level Editor",128
2020,"Life Sim",162
2020,"Linear",357
2020,"Local Co-Op",313
2020,"Local Multiplayer",431
2020,"Logic",399
2020,"Loot",111
2020,"Looter Shooter",39
2020,"Lore-Rich",76
2020,"Lovecraftian",65
2020,"MMORPG",42
2020,"MOBA",21
2020,"Magic",312
2020,"Mahjong",1
2020,"Management",380
2020,"Mars",24
2020,"Martial Arts",53
2020,"Massively Multiplayer",181
2020,"Match 3",102
2020,"Mature",135
2020,"Mechs",60
2020,"Medical Sim",17
2020,"Medieval",303
2020,"Memes",149
2020,"Metroidvania",97
2020,"Military",197
2020,"Mini Golf",13
2020,"Minigames",61
2020,"Minimalist",652
2020,"Mining",58
2020,"Mod",5
2020,"Moddable",74
2020,"Modern",109
2020,"Motocross",5
2020,"Motorbike",16
2020,"Mouse only",69
2020,"Movie",12
2020,"Multiplayer",1027
2020,"Multiple Endings",447
2020,"Music",121
2020,"Music-Based Procedural Generation",32
2020,"Musou",1
2020,"Mystery",495
2020,"Mystery Dungeon",64
2020,"Mythology",71
2020,"NSFW",58
2020,"Narration",221
2020,"Narrative",40
2020,"Nature",185
2020,"Naval",33
2020,"Naval Combat",31
2020,"Ninja",53
2020,"Noir",70
2020,"Nonlinear",116
2020,"Nostalgia",11
2020,"Nudity",294
2020,"Offroad",23
2020,"Old School",413
2020,"On-Rails Shooter",43
2020,"Online Co-Op",248
2020,"Open World",517
2020,"Open World Survival Craft",87
2020,"Otome",27
2020,"Outbreak Sim",19
2020,"Parkour",87
2020,"Parody",78
2020,"Party",45
2020,"Party Game",43
2020,"Party-Based RPG",86
2020,"Perma Death",180
2020,"Philosophical",91
2020,"Photo Editing",3
2020,"Physics",580
2020,"Pinball",28
2020,"Pirates",39
2020,"Pixel Graphics",1248
2020,"Platformer",816
2020,"Point & Click",454
2020,"Political",69
2020,"Political Sim",39
2020,"Politics",43
2020,"Pool",9
2020,"Post-apocalyptic",205
2020,"Precision Platformer",237
2020,"Procedural Generation",326
2020,"Programming",48
2020,"Psychedelic",147
2020,"Psychological",157
2020,"Psychological Horror",381
2020,"Puzzle",1533
2020,"Puzzle Platformer",443
2020,"PvE",323
2020,"PvP",580
2020,"Quick-Time Events",52
2020,"RPG",1261
2020,"RPGMaker",139
2020,"RTS",160
2020,"Racing",312
2020,"Real Time Tactics",145
2020,"Real-Time",61
2020,"Real-Time with Pause",28
2020,"Realistic",452
2020,"Reboot",1
2020,"Relaxing",863
2020,"Remake",47
2020,"Replay Value",276
2020,"Resource Management",287
2020,"Retro",870
2020,"Rhythm",115
2020,"Robots",175
2020,"Rock Music",8
2020,"Roguelike",300
2020,"Roguelike Deckbuilder",17
2020,"Roguelite",304
2020,"Roguevania",9
2020,"Romance",210
2020,"Rome",11
2020,"Rugby",3
2020,"Runner",152
2020,"Sailing",26
2020,"Sandbox",342
2020,"Satire",47
2020,"Sci-fi",815
2020,"Science",87
2020,"Score Attack",301
2020,"Sequel",25
2020,"Sexual Content",337
2020,"Shoot Em Up",351
2020,"Shooter",912
2020,"Short",255
2020,"Side Scroller",424
2020,"Silent Protagonist",13
2020,"Simulation",1622
2020,"Singleplayer",4617
2020,"Skateboarding",8
2020,"Skating",7
2020,"Skiing",4
2020,"Sniper",21
2020,"Snooker",1
2020,"Snow",46
2020,"Snowboarding",4
2020,"Social Deduction",14
2020,"Software",17
2020,"Software Training",9
2020,"Sokoban",75
2020,"Solitaire",76
2020,"Souls-like",88
2020,"Soundtrack",91
2020,"Space",456
2020,"Space Sim",102
2020,"Spaceships",15
2020,"Spectacle fighter",58
2020,"Spelling",22
2020,"Split Screen",106
2020,"Sports",431
2020,"Stealth",209
2020,"Steampunk",33
2020,"Story Rich",1077
2020,"Strategy",1598
2020,"Strategy RPG",110
2020,"Stylized",616
2020,"Submarine",5
2020,"Superhero",35
2020,"Supernatural",98
2020,"Surreal",259
2020,"Survival",664
2020,"Survival Horror",332
2020,"Swordplay",85
2020,"Tabletop",184
2020,"Tactical",330
2020,"Tactical RPG",106
2020,"Tanks",54
2020,"Team-Based",130
2020,"Tennis",9
2020,"Text-Based",190
2020,"Third Person",596
2020,"Third-Person Shooter",181
2020,"Thriller",123
2020,"Tile-Matching",3
2020,"Time Attack",33
2020,"Time Management",161
2020,"Time Manipulation",69
2020,"Time Travel",45
2020,"Top-Down",620
2020,"Top-Down Shooter",253
2020,"Touch-Friendly",26
2020,"Tower Defense",156
2020,"TrackIR",2
2020,"Trading",46
2020,"Trading Card Game",35
2020,"Traditional Roguelike",19
2020,"Trains",24
2020,"Transhumanism",16
2020,"Transportation",31
2020,"Trivia",26
2020,"Turn-Based",212
2020,"Turn-Based Combat",281
2020,"Turn-Based Strategy",285
2020,"Turn-Based Tactics",238
2020,"Tutorial",149
2020,"Twin Stick Shooter",109
2020,"Typing",25
2020,"Underground",53
2020,"Underwater",40
2020,"Unforgiving",27
2020,"Utilities",11
2020,"VR",591
2020,"Vampire",28
2020,"Vehicular Combat",76
2020,"Video Production",2
2020,"Vikings",3
2020,"Villain Protagonist",13
2020,"Violent",580
2020,"Visual Novel",503
2020,"Voice Control",4
2020,"Volleyball",5
2020,"Voxel",84
2020,"Walking Simulator",264
2020,"War",232
2020,"Wargame",146
2020,"Warhammer 40K",2
2020,"Web Publishing",2
2020,"Well-Written",3
2020,"Werewolves",18
2020,"Western",35
2020,"Wholesome",17
2020,"Word Game",48
2020,"World War I",11
2020,"World War II",72
2020,"Wrestling",9
2020,"Zombies",237
2020,"eSports",74
2021,"1980s",354
2021,"1990s",417
2021,"2.5D",342
2021,"2D",3804
2021,"2D Fighter",193
2021,"2D Platformer",1086
2021,"360 Video",15
2021,"3D",2746
2021,"3D Fighter",157
2021,"3D Platformer",584
2021,"3D Vision",107
2021,"4 Player Local",166
2021,"4X",46
2021,"6DOF",124
2021,"8-bit Music",4
2021,"ATV",12
2021,"Abstract",370
2021,"Action",3941
2021,"Action RPG",514
2021,"Action RTS",57
2021,"Action Roguelike",318
2021,"Action-Adventure",1461
2021,"Addictive",20
2021,"Adventure",3767
2021,"Agriculture",86
2021,"Aliens",264
2021,"Alternate History",173
2021,"Ambient",20
2021,"America",107
2021,"Animation & Modeling",22
2021,"Anime",840
2021,"Arcade",1709
2021,"Archery",58
2021,"Arena Shooter",292
2021,"Artificial Intelligence",246
2021,"Assassin",58
2021,"Asymmetric VR",25
2021,"Asynchronous Multiplayer",58
2021,"Atmospheric",2184
2021,"Audio Production",9
2021,"Auto Battler",64
2021,"Automation",124
2021,"Automobile Sim",142
2021,"BMX",6
2021,"Base Building",297
2021,"Baseball",14
2021,"Based On A Novel",4
2021,"Basketball",23
2021,"Battle Royale",99
2021,"Beat em up",221
2021,"Beautiful",44
2021,"Bikes",25
2021,"Blood",50
2021,"Board Game",320
2021,"Boss Rush",4
2021,"Bowling",11
2021,"Boxing",35
2021,"Building",542
2021,"Bullet Hell",319
2021,"Bullet Time",109
2021,"CRPG",130
2021,"Capitalism",112
2021,"Card Battler",118
2021,"Card Game",242
2021,"Cartoon",549
2021,"Cartoony",900
2021,"Casual",4173
2021,"Cats",194
2021,"Character Action Game",134
2021,"Character Customization",606
2021,"Chess",44
2021,"Choices Matter",774
2021,"Choose Your Own Adventure",412
2021,"Cinematic",286
2021,"City Builder",204
2021,"Class-Based",87
2021,"Classic",23
2021,"Clicker",364
2021,"Co-op",533
2021,"Co-op Campaign",76
2021,"Cold War",35
2021,"Collectathon",246
2021,"Colony Sim",100
2021,"Colorful",2356
2021,"Combat",1105
2021,"Combat Racing",104
2021,"Comedy",779
2021,"Comic Book",169
2021,"Competitive",82
2021,"Conspiracy",88
2021,"Controller",830
2021,"Conversation",252
2021,"Cooking",66
2021,"Cozy",31
2021,"Crafting",404
2021,"Creature Collector",112
2021,"Cricket",2
2021,"Crime",145
2021,"Crowdfunded",2
2021,"Cult Classic",9
2021,"Cute",1850
2021,"Cyberpunk",275
2021,"Cycling",15
2021,"Dark",804
2021,"Dark Comedy",133
2021,"Dark Fantasy",392
2021,"Dark Humor",261
2021,"Dating Sim",198
2021,"Deckbuilding",118
2021,"Demons",237
2021,"Design & Illustration",68
2021,"Destruction",190
2021,"Detective",281
2021,"Difficult",618
2021,"Dinosaurs",56
2021,"Diplomacy",32
2021,"Documentary",4
2021,"Dog",96
2021,"Dragons",105
2021,"Drama",372
2021,"Driving",245
2021,"Dungeon Crawler",365
2021,"Dungeons & Dragons",12
